what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1310787282345
java.specification.name,sysinfo,,,"Java Platform API Specification",1310787282345
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1310787282345
java.specification.version,sysinfo,,,"1.6",1310787282345
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1310787282345
java.version,sysinfo,,,"1.6.0_20",1310787282345
java.vm.info,sysinfo,,,"mixed mode, sharing",1310787282345
java.vm.name,sysinfo,,,"OpenJDK Client VM",1310787282345
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1310787282345
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1310787282345
java.vm.specification.version,sysinfo,,,"1.0",1310787282345
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1310787282345
java.vm.version,sysinfo,,,"19.0-b09",1310787282345
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1310787282382
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1310787282407
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1310787282600
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1310787282628
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1310787282636
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1310787282728
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1310787282733
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310787343299
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1310787344492
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310787344579
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1310787344879
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1310787345011
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1310787345013
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1310787345014
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1310787345016
