what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310775786160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310779994456
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310780016812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310780020147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310780032062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310780045884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310780724911
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1310780765159
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310780771796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310780774684
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310780875681
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1310780885453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310780902371
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310780932584
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310780935691
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310780952730
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310780956858
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1310780970897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310780990725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310780993514
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310781054440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310781087892
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1310781095968
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1310781124700
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781196846
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781199556
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310781203306
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1310781218441
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1310781222559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781231477
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781233993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781235366
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781311951
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310781319019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781323167
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781901235
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781905017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781944559
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1310781944637
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1310781955246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781958512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781969807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781976503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310781997463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782021512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782079229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782082501
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782083363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782086962
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782099709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782106708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782121621
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782126976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782130506
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782132475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782137221
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310782153105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782172884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782233651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782261372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782455385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782459689
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782596871
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782598118
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782619329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782620983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782627220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782629717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310782994295
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310783050677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310783421301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310783431109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310783472361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310783479687
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310783481223
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310783915557
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310783925798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310784041599
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310784101915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310784112047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310784125862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310784129620
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310784172405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310784175759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310784180776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310784183665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310784218554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310784224792
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1310784241468
